date_found,channel,video_title,url,published_date,views,duration,pillar,hook_type,title_formula,thumbnail_text,thumbnail_layout,thumbnail_colors,comment_themes,idea_signal
2026-05-26,Doctor Laura,THIS $0 KITCHEN BITTER REBUILDS Your Stomach Acid After 60,https://www.youtube.com/watch?v=nFgSQLYd_1M,2026-05-24,462,22.6,Food + Warning,Age-targeted warning,Custom,,,,,LOW — Too early to assess
2026-05-26,Doctor Laura,DRY MOUTH AND DRY EYES ALL DAY? IT'S NOT AGING — IT'S THE AUTOIMMUNE DISEASE 4 MILLION SENIORS HAVE,https://www.youtube.com/watch?v=P6JDs8jfsbM,2026-05-22,1977,25.2,Medication Warning,Question hook,Custom,,,,,LOW — Too early to assess
2026-05-26,Doctor Laura,Your Belly Bloat Isn't Fat — Here's What It Really Is (And the $0.50 Seed That Helps),https://www.youtube.com/watch?v=y5nTpS8lLfw,2026-05-20,1003,18.4,Food + Warning,Informational,Custom,,,,,LOW — Too early to assess
2026-05-26,Dr. James Hargrove,STOOL STUCK in the RECTUM After 60! What It Is and What To Do IMMEDIATELY,https://www.youtube.com/watch?v=EXe9HM0WZPE,2026-05-21,538,19.7,Medication Warning,Age-targeted warning,Custom,,,,,LOW — Too early to assess
2026-05-26,Dr. James Hargrove,Doctor WARNS: 4 WORST Yogurts You Should NEVER Eat and 4 You MUST Eat Daily After 60,https://www.youtube.com/watch?v=GfXMqG0aDaU,2026-05-19,2196,16.8,Food + Warning,NEVER warning,NEVER [Verb] [Items] After 60,,,,,LOW — Too early to assess
2026-05-26,Dr. Michael Kent,Doctor REVEALS How to drink water to avoid getting up at night,https://www.youtube.com/watch?v=gsCFaEIkDdc,2026-05-23,2336,21.6,Food + Warning,Revelation,Custom,,,,,LOW — Too early to assess
2026-05-26,Dr. Michael Kent,Stool Stuck in the Rectum! What Is It and What To Do? – Doctor Explains,https://www.youtube.com/watch?v=icvY4d9vKCE,2026-05-20,2246,30.7,Body Shock / Embarrassing Health,Question hook,Custom,,,,,LOW — Too early to assess
2026-05-26,Dr. Adewale,"How Too Much ""Healthy"" Exercise Can Break Your Heart",https://www.youtube.com/watch?v=b8tKKrV4Nfc,2026-05-25,340,25.9,Food + Warning,Informational,Custom,,,,,LOW — Too early to assess
2026-05-26,Dr. Adewale,3 Common BP Meds Toxic for Seniors (Stop Blaming Aging!),https://www.youtube.com/watch?v=gj5xWzyiARE,2026-05-23,1491,23.4,Medication Warning,STOP warning,Custom,,,,,LOW — Too early to assess
2026-05-26,Dr. Adewale,The Hidden Reason Older Adults Smell (And How to Fix It in 1 Shower),https://www.youtube.com/watch?v=p724QEQAqVM,2026-05-19,6155,24.2,Food + Warning,Informational,Custom,,,,,LOW — Too early to assess
2026-05-26,Dr. Favor Adeyemi,4 Health Screenings I’d NEVER Choose After 65 (a doctor explains why),https://www.youtube.com/watch?v=_35u7GhayBE,2026-05-22,0,17.5,Brain / Memory,NEVER warning,NEVER [Verb] [Items] After 60,,,,,LOW — Too early to assess
2026-05-26,Doctor Leana,You're Taking Creatine WRONG After 50 — A Doctor Reveals the 30% Rule,https://www.youtube.com/watch?v=wg5gYacFnaA,2026-05-25,650,14.1,Food + Warning,Revelation,Custom,,,,,LOW — Too early to assess
2026-05-26,Doctor Leana,This Drink REGROWS Stem Cells & MELTS Visceral Fat (Shocking Proof) | Doctor Leana,https://www.youtube.com/watch?v=55iXqJjKVhw,2026-05-24,3617,15.0,Food + Warning,Informational,Custom,,,,,LOW — Too early to assess
2026-05-26,Doctor Leana,THIS Hormone Is Destroying Your Sleep After 60 (Not Your Bladder) | Doctor Leana,https://www.youtube.com/watch?v=Uprrk3CbnqE,2026-05-23,682,11.7,Sleep / Night Peeing,Destruction claim,Custom,,,,,LOW — Too early to assess
2026-05-26,Doctor Leana,1 Tablespoon Of THIS Every Morning Burns Belly Fat & Clears Your Gut | Doctor Leana,https://www.youtube.com/watch?v=oMz12TUTB7c,2026-05-22,18085,14.0,General Health,Informational,Custom,,,,,"MONITOR — Early stage, track velocity"
2026-05-26,Doctor Leana,This YELLOW Drink REBUILDS Your Pancreas – Type 2 Diabetes REVERSED | Doctor Leana,https://www.youtube.com/watch?v=hi8LHuQC-cA,2026-05-21,6545,15.4,Food + Warning,Informational,Custom,,,,,LOW — Too early to assess
2026-05-26,Mr. Greendude,EYE BAGS: THE REAL REASON THEY KEEP COMING BACK — AND THE 1 MOVE THAT FIXES IT,https://www.youtube.com/watch?v=hir95nca00o,2026-05-25,1575,20.4,Heart Attack / Stroke Warning,Informational,Custom,,,,,LOW — Too early to assess
2026-05-26,Mr. Greendude,Why Your Head Won’t Stop Sweating: Two Real Causes,https://www.youtube.com/watch?v=tWFBnXfFGaA,2026-05-23,1641,15.6,Food + Warning,STOP warning,Custom,,,,,LOW — Too early to assess
2026-05-26,Mr. Greendude,"HOW BLOOD CLOTS HIT “HEALTHY” PEOPLE: VEINS, LONG FLIGHTS, AND THE ONE BIG MISTAKE",https://www.youtube.com/watch?v=FUwEznRD9CQ,2026-05-21,2991,21.3,Food + Warning,Informational,Custom,,,,,LOW — Too early to assess
2026-05-26,Mr. Greendude,"The $2 Remedy That Clears Skin Tags, Warts & Growths — Dermatologist-Approved Steps",https://www.youtube.com/watch?v=eNtQBNBOYd0,2026-05-19,30527,27.2,Food + Warning,Informational,Custom,,,,,"MONITOR — Early stage, track velocity"
2026-05-26,Doctor Becker,Try It For 1 Day — 3 TBSP of This REGROWS Stem Cells & Melts Stubborn Belly Fat,https://www.youtube.com/watch?v=KalmhPmUC6M,2026-05-25,671,43.9,Medication Warning,Informational,Custom,,,,,LOW — Too early to assess
2026-05-26,Doctor Becker,These 4 Foods Build NEW Mitochondria Overnight — Eat Them Before Bed After 60,https://www.youtube.com/watch?v=DtDFCtH03bM,2026-05-24,4746,35.6,Food + Warning,Age-targeted warning,Custom,,,,,LOW — Too early to assess
2026-05-26,Doctor Becker,"""This Food Can Starve Colon Cancer & Repair DNA!” - What You NEED TO KNOW!",https://www.youtube.com/watch?v=26Ik4bgfv0Q,2026-05-23,2015,23.3,Food + Warning,Informational,Custom,,,,,LOW — Too early to assess
2026-05-26,Doctor Becker,"SENIORS: THIS Coffee Trick KILL CANCER CELLS 1,000x Faster",https://www.youtube.com/watch?v=TESRp4UML1I,2026-05-22,2844,44.7,Food + Warning,Destruction claim,Custom,,,,,LOW — Too early to assess
2026-05-26,Doctor Becker,7 Daily Foods to AVOID That DESTROY DNA & Feed Cancer Cells After 60,https://www.youtube.com/watch?v=lfrq8xJL6kE,2026-05-21,1297,36.7,Food + Warning,Destruction claim,Custom,,,,,LOW — Too early to assess
2026-05-26,Doctor Becker,I Drank 30 TBSP of Black Seed Oil in 10 Days… My Cancer Markers PLUMMETED (Day 3 Wasn’t Normal),https://www.youtube.com/watch?v=RiKW5FPiHQQ,2026-05-20,3798,47.5,Food + Warning,Informational,Custom,,,,,LOW — Too early to assess
2026-05-26,Doctor Becker,"Hantavirus Pulmonary Syndrome Explained | Symptoms, Risks & Prevention | Dr. William Li",https://www.youtube.com/watch?v=OGfFSRICf94,2026-05-19,526,21.1,Food + Warning,Informational,Custom,,,,,LOW — Too early to assess
2026-05-26,Dr. James Cross,12 Ugly Things Seniors Do as They Age That No One Tells You |Dr. Daniel Hayes,https://www.youtube.com/watch?v=LabR4Ny_NdU,2026-05-25,85,22.9,Heart Attack / Stroke Warning,Informational,Custom,,,,,LOW — Too early to assess
2026-05-26,Dr. James Cross,Beware! 9 Popular Medications That Can Trigger Rapid Dementia After 60!,https://www.youtube.com/watch?v=HzaxNU_iAVE,2026-05-24,11,20.9,Food + Warning,Age-targeted warning,Custom,,,,,LOW — Too early to assess
2026-05-26,Dr. James Cross,Neurologist Reveals: The 60-Second Exercise to Recover Your Memory,https://www.youtube.com/watch?v=BoZv0HCIgY0,2026-05-23,34,14.8,Leg / Circulation,Revelation,Custom,,,,,LOW — Too early to assess
2026-05-26,Dr. James Cross,5 Types of CHOCOLATE That Quickly Lower Blood Sugar and Help Treat Type 2 Diabetes,https://www.youtube.com/watch?v=N5A1hNODSUI,2026-05-23,15,19.8,Food + Warning,Informational,Custom,,,,,LOW — Too early to assess
2026-05-26,Dr. James Cross,Your Blood Type May Predict How Long You Live. The Truth About Longevity,https://www.youtube.com/watch?v=AqcYDGRhfIk,2026-05-22,36,25.1,Heart Attack / Stroke Warning,Revelation,Custom,,,,,LOW — Too early to assess
2026-05-26,Dr. James Cross,"Older Adults, 3 Breathing Tricks To INSTANTLY Lower Blood Pressure",https://www.youtube.com/watch?v=4byf1cXphKM,2026-05-21,19,21.5,Food + Warning,Informational,Custom,,,,,LOW — Too early to assess
2026-05-26,Dr. James Cross,Your Legs Get Weak First! Eat These 6 Foods to Strengthen Them FAST,https://www.youtube.com/watch?v=qCrJU2z9Tbk,2026-05-21,192,24.7,Food + Warning,Informational,Custom,,,,,LOW — Too early to assess
2026-05-26,Dr. James Cross,Stool STUCK In The RECTUM? Here’s What To Do Immediately!,https://www.youtube.com/watch?v=ateSXfQI6XI,2026-05-20,113,24.1,Warning / Night Habits,Question hook,Custom,,,,,LOW — Too early to assess
2026-05-26,Dr. James Cross,SENIORS: Do THESE 5 Exercises To Double Leg Strength Fast! (Better Than Squats),https://www.youtube.com/watch?v=QI0cH8BGeXA,2026-05-20,51,21.1,Leg / Circulation,Informational,Custom,,,,,LOW — Too early to assess
